mshortName,murl,cbestBuyYesCost,cbestSellYesCost,cbestBuyNoCost,cbestSellNoCost,contracts_ct,revenue,pi_cut,pi_cut_min,pi_cut_less_min,profit_net,dttm
Biden's RCP approval for Aug. 25?,https://www.predictit.org/markets/detail/7449/What-will-Joe-Biden's-RCP-job-approval-index-be-for-Aug-25,1.37,1.11,7.89,7.63,9,8,0.111,0.002,0.109,0.0010000000000003,2021-08-19 18:00:10.136794
Liberal seats in Canadian election?,https://www.predictit.org/markets/detail/7443/How-many-seats-will-the-Liberals-win-in-Canada's-next-election,1.31,1.11,8.89,8.69,10,9,0.111,0.003,0.108,0.0019999999999994,2021-08-19 17:32:03.092744
Biden's 538 approval for Aug. 24?,https://www.predictit.org/markets/detail/7448/What-will-Joe-Biden's-538-job-approval-index-be-for-Aug-24,1.28,1.11,7.89,7.72,9,8,0.111,0.003,0.108,0.0020000000000003,2021-08-18 17:20:02.766480
MA gubernatorial election winner?,https://www.predictit.org/markets/detail/7257/Who-will-win-the-2022-Massachusetts-gubernatorial-election,1.25,1.13,5.87,5.75,7,6,0.113,0.001,0.112,0.0179999999999998,2021-08-16 17:50:04.122787
How many judges confirmed by Oct. 8?,https://www.predictit.org/markets/detail/7434/How-many-federal-judges-will-be-confirmed-by-Oct-8,1.38,1.19,6.81,6.62,8,7,0.119,0.001,0.118,0.0720000000000003,2021-08-16 13:12:02.712956
Next Asia-Pacific leader out?,https://www.predictit.org/markets/detail/7410/Which-of-these-10-Asia-Pacific-leaders-will-leave-office-next,2.25,1.29,8.71,7.75,10,9,0.129,0.001,0.128,0.1619999999999991,2021-08-15 17:30:04.624027
Biden's RCP approval for Aug. 18?,https://www.predictit.org/markets/detail/7438/What-will-Biden's-RCP-job-approval-index-be-for-Aug-18,1.24,1.13,7.87,7.76,9,8,0.113,0.005,0.108,0.0219999999999998,2021-08-13 11:42:02.171439
Florida gubernatorial election winner?,https://www.predictit.org/markets/detail/7211/Who-will-win-the-2022-Florida-gubernatorial-election,1.13,1.1,1.9,1.87,3,2,0.11,0.014,0.096,0.004,2021-08-13 04:42:02.823818
Next Fed Chair confirmation?,https://www.predictit.org/markets/detail/7398/Whom-will-the-Senate-next-confirm-as-Chair-of-the-Federal-Reserve,1.1700000000000002,1.11,3.89,3.83,5,4,0.111,0.001,0.11,3.05311331771918e-16,2021-08-12 06:02:03.938507
Biden's 538 approval for Aug. 17?,https://www.predictit.org/markets/detail/7436/What-will-Biden's-538-job-approval-index-be-for-Aug-17,1.36,1.12,7.88,7.64,9,8,0.112,0.005,0.107,0.013,2021-08-12 03:02:03.558566
Senate votes for Lin to US Dist. Court,https://www.predictit.org/markets/detail/7404/How-many-votes-to-confirm-Tana-Lin-to-the-Western-Dist-of-WA-by-Oct-1,1.34,1.12,8.879999999999999,8.66,10,9,0.112,0.001,0.111,0.0090000000000009,2021-08-11 17:56:02.204921
Who'll be the next NYC Council Speaker?,https://www.predictit.org/markets/detail/7414/Who-will-be-the-next-elected-speaker-of-the-New-York-City-council,1.75,1.2,6.8,6.25,8,7,0.12,0.003,0.117,0.0830000000000001,2021-08-10 13:42:02.762741
Senate votes for infrastructure by 8/13?,https://www.predictit.org/markets/detail/7430/How-many-votes-in-the-Senate-for-the-infrastructure-deal-by-Aug-13,1.48,1.11,9.89,9.52,11,10,0.111,0.003,0.108,0.0019999999999994,2021-08-06 22:14:02.755533
Biden's RCP approval for Aug. 11?,https://www.predictit.org/markets/detail/7429/What-will-Biden's-RCP-job-approval-index-be-for-Aug-11,1.57,1.13,7.87,7.43,9,8,0.113,0.003,0.11,0.0199999999999998,2021-08-06 03:38:02.369977
Which party will win WI governor's race?,https://www.predictit.org/markets/detail/7378/Which-party-will-win-the-2022-Wisconsin-gubernatorial-election,1.1,1.06,0.94,0.8999999999999999,2,1,0.106,0.052,0.054,0.006,2021-08-05 05:16:02.937287
Biden's 538 approval for Aug. 10?,https://www.predictit.org/markets/detail/7428/What-will-Biden's-538-job-approval-index-be-for-Aug-10,4.5600000000000005,1.21,7.79,2.44,9,8,0.1209999999999999,0.001,0.1199999999999999,0.0899999999999999,2021-08-04 15:18:02.211940
Seattle mayoral election winner?,https://www.predictit.org/markets/detail/7154/Who-will-be-elected-mayor-of-Seattle-in-2021,1.21,1.13,2.87,2.79,4,3,0.113,0.002,0.111,0.0189999999999998,2021-08-04 03:00:06.827922
Who'll be the OH-15 Republican nominee?,https://www.predictit.org/markets/detail/7259/Who-will-be-the-Republican-nominee-in-the-OH-15-special-election,1.2,1.15,2.85,2.8,4,3,0.115,0.0079999999999999,0.107,0.0429999999999999,2021-08-03 02:28:02.629739
OH-11 Dem primary margin of victory?,https://www.predictit.org/markets/detail/7417/What-will-be-the-margin-in-the-OH-11-special-election-Democratic-primary,1.23,1.12,8.879999999999999,8.77,10,9,0.112,0.006,0.106,0.0140000000000009,2021-08-01 21:16:02.373371
Biden's RCP approval for Aug. 4?,https://www.predictit.org/markets/detail/7420/What-will-Biden's-RCP-job-approval-index-be-for-Aug-4,1.31,1.17,7.83,7.689999999999999,9,8,0.117,0.004,0.113,0.0569999999999999,2021-08-01 01:50:03.662417
Senate Votes for Infrastructure by 8/6,https://www.predictit.org/markets/detail/7400/How-many-votes-in-the-Senate-for-the-infrastructure-deal-by-Aug-6,1.45,1.11,9.89,9.55,11,10,0.111,0.004,0.107,0.0029999999999994,2021-07-30 21:16:02.727885
Biden's 538 approval for Aug. 3?,https://www.predictit.org/markets/detail/7415/What-will-Biden's-538-job-approval-index-be-for-Aug-3,1.2,1.11,7.89,7.8,9,8,0.111,0.002,0.109,0.0010000000000003,2021-07-29 03:26:02.478114
TX-06 runoff margin of victory?,https://www.predictit.org/markets/detail/7406/What-will-be-the-margin-in-the-TX-06-House-special-election-runoff,1.3,1.12,8.879999999999999,8.7,10,9,0.112,0.003,0.109,0.0110000000000009,2021-07-26 09:30:02.403256
Senate cloture Yeas on infr. by 7/30?,https://www.predictit.org/markets/detail/7407/How-many-votes-in-the-Senate-for-cloture-on-the-infrastructure-deal-by-July-30,1.41,1.12,9.88,9.59,11,10,0.112,0.001,0.111,0.0090000000000009,2021-07-26 01:24:02.754663
Biden's RCP approval for July 28?,https://www.predictit.org/markets/detail/7409/What-will-Biden's-RCP-job-approval-index-be-for-July-28,1.58,1.15,7.85,7.42,9,8,0.115,0.003,0.112,0.0380000000000003,2021-07-23 00:30:04.755620
Biden's 538 approval for 7/27?,https://www.predictit.org/markets/detail/7408/What-will-Biden's-538-job-approval-index-be-for-July-27,1.23,1.11,7.89,7.77,9,8,0.111,0.003,0.108,0.0020000000000003,2021-07-22 07:00:03.109705
Biden's RCP approval for July 21?,https://www.predictit.org/markets/detail/7397/What-will-Biden's-RCP-job-approval-index-be-for-July-21,1.29,1.12,7.88,7.71,9,8,0.112,0.002,0.11,0.01,2021-07-16 00:08:02.235495
Biden's 538 approval on 7/20?,https://www.predictit.org/markets/detail/7396/What-will-Biden's-538-job-approval-index-be-on-July-20,1.24,1.11,7.89,7.76,9,8,0.111,0.002,0.109,0.0010000000000003,2021-07-15 11:16:02.278768
Votes for Chopra as CFPB Dir. by 7/30?,https://www.predictit.org/markets/detail/7341/How-many-votes-to-confirm-Rohit-Chopra-as-CFPB-Director-by-July-30,1.47,1.17,8.83,8.53,10,9,0.117,0.001,0.116,0.0539999999999998,2021-07-09 18:06:02.306866
Biden's RCP approval for July 14?,https://www.predictit.org/markets/detail/7385/What-will-Biden's-RCP-job-approval-index-be-for-July-14,1.3199999999999998,1.11,7.89,7.6800000000000015,9,8,0.111,0.0069999999999999,0.104,0.0060000000000003,2021-07-09 05:12:02.916198
Biden's 538 approval on 7/13?,https://www.predictit.org/markets/detail/7382/What-will-Biden's-538-job-approval-index-be-on-July-13,1.7400000000000002,1.11,7.889999999999999,7.260000000000002,9,8,0.111,0.006,0.105,0.0050000000000012,2021-07-07 19:34:02.436591
Votes for Strickland to Dist. Ct. of NM?,https://www.predictit.org/markets/detail/7376/How-many-votes-to-confirm-Margaret-Strickland-to-the-District-Ct-of-NM-by-8-6,2.48,1.2,6.8000000000000025,5.52,8,7,0.12,0.001,0.119,0.0809999999999992,2021-07-03 02:48:02.688675
Biden's 538 approval on 7/6?,https://www.predictit.org/markets/detail/7374/What-will-Biden's-538-job-approval-index-be-on-July-6,1.65,1.11,7.889999999999999,7.35,9,8,0.1109999999999999,0.0069999999999999,0.1039999999999999,0.0060000000000012,2021-07-01 00:20:03.093057
Biden's RCP approval for June 30?,https://www.predictit.org/markets/detail/7362/What-will-Biden's-RCP-job-approval-index-be-for-June-30,1.33,1.14,6.86,6.67,8,7,0.114,0.001,0.113,0.0269999999999996,2021-06-29 19:54:02.700274
House Yeas for Jan 6 Committee by 7/30?,https://www.predictit.org/markets/detail/7313/How-many-Yea-votes-in-the-House-for-the-January-6-Select-Committee-by-July-30,1.3800000000000003,1.11,8.889999999999997,8.62,10,9,0.111,0.003,0.1079999999999999,0.0020000000000012,2021-06-26 11:50:03.709189
NYC Dem mayor winning round margin?,https://www.predictit.org/markets/detail/7339/What-will-be-the-margin-in-the-winning-round-of-the-NYC-Dem-mayoral-primary,1.2800000000000002,1.12,8.879999999999997,8.72,10,9,0.1119999999999999,0.002,0.11,0.0100000000000009,2021-06-25 19:30:04.238484
Turnout in NYC Dem. mayoral primary?,https://www.predictit.org/markets/detail/7354/How-many-votes-in-the-New-York-City-Democratic-mayoral-primary-first-round,1.21,1.11,1.89,1.79,3,2,0.111,0.005,0.106,0.004,2021-06-24 19:04:02.130479
Biden's 538 approval on 6/29?,https://www.predictit.org/markets/detail/7357/What-will-Biden's-538-job-approval-index-be-on-June-29,1.56,1.14,7.8599999999999985,7.44,9,8,0.114,0.002,0.1119999999999999,0.0280000000000005,2021-06-24 01:00:04.639957
Who will be elected president of Chile?,https://www.predictit.org/markets/detail/7350/Who-will-be-elected-president-of-Chile-in-2021,1.2600000000000002,1.11,4.8900000000000015,4.74,6,5,0.111,0.006,0.105,0.0049999999999994,2021-06-23 23:36:02.792521
NYC Dem mayor first round margin?,https://www.predictit.org/markets/detail/7335/What-will-be-the-margin-in-the-first-round-of-the-NYC-Dem-mayoral-primary,1.18,1.11,3.89,3.82,5,4,0.111,0.001,0.11,3.05311331771918e-16,2021-06-23 07:48:02.998384
Biden's RCP approval for June 23?,https://www.predictit.org/markets/detail/7346/What-will-Biden's-RCP-job-approval-index-be-for-June-23,1.39,1.14,7.8599999999999985,7.6099999999999985,9,8,0.114,0.001,0.113,0.0270000000000005,2021-06-22 21:32:02.980404
NYC Democratic Comptroller nominee?,https://www.predictit.org/markets/detail/7280/Who-will-be-the-2021-Democratic-nominee-for-New-York-City-Comptroller,1.18,1.0699999999999998,0.93,0.8200000000000001,2,1,0.107,0.048,0.059,0.011,2021-06-22 21:32:02.980404
Pennsylvania GOP gubernatorial nominee?,https://www.predictit.org/markets/detail/7348/Who-will-win-the-2022-Pennsylvania-Republican-gubernatorial-nomination,1.8700000000000003,1.2100000000000002,8.790000000000001,8.13,10,9,0.121,0.001,0.12,0.089999999999999,2021-06-22 17:32:02.638037
How many judges confirmed by June 25?,https://www.predictit.org/markets/detail/7331/How-many-federal-judges-will-be-confirmed-by-June-25,1.33,1.2100000000000002,1.79,1.67,3,2,0.121,0.001,0.12,0.0899999999999999,2021-06-21 19:26:02.884238
How many Socialists win NYC primaries?,https://www.predictit.org/markets/detail/7340/How-many-Democratic-Socialist-of-America-candidates-win-NYC-council-primaries,1.38,1.16,5.84,5.62,7,6,0.116,0.001,0.115,0.0450000000000001,2021-06-21 16:14:02.664587
Votes for Su as Dep. Sec. Labor by 7/30?,https://www.predictit.org/markets/detail/7342/How-many-votes-to-confirm-Julie-Su-as-Deputy-Secretary-of-Labor-by-July-30,1.26,1.11,3.89,3.74,5,4,0.111,0.001,0.11,3.191891195797325e-16,2021-06-18 17:34:02.648908
NYC GOP nominee for Mayor?,https://www.predictit.org/markets/detail/7344/Who-will-be-the-2021-Republican-nominee-for-NYC-mayor,1.17,1.1,0.8999999999999999,0.8300000000000001,2,1,0.11,0.03,0.08,0.02,2021-06-17 18:56:02.714657
Votes for Tien at DHS by 6/25?,https://www.predictit.org/markets/detail/7345/How-many-votes-to-confirm-John-Tien-at-the-DHS-by-June-25,3.92,1.19,8.809999999999997,6.08,10,9,0.119,0.003,0.116,0.0740000000000012,2021-06-17 16:26:02.352736
Idaho Republican gubernatorial nominee?,https://www.predictit.org/markets/detail/7329/Who-will-win-the-2022-Idaho-Republican-gubernatorial-nomination,1.72,1.35,2.6500000000000004,2.28,4,3,0.135,0.001,0.134,0.2159999999999996,2021-06-16 07:52:02.336142
Biden's 538 approval on 6/22?,https://www.predictit.org/markets/detail/7338/What-will-Biden's-538-job-approval-index-be-on-June-22,4.1400000000000015,1.21,5.789999999999999,2.8600000000000003,7,6,0.121,0.006,0.115,0.0950000000000008,2021-06-15 15:58:02.519479
Texas Republican nominee for AG?,https://www.predictit.org/markets/detail/7312/Who-will-win-the-2022-Texas-Republican-attorney-general-nomination,1.85,1.75,1.25,1.15,3,2,0.175,0.038,0.1369999999999999,0.613,2021-06-13 16:46:02.987359
Winning round in NYC mayor Dem primary?,https://www.predictit.org/markets/detail/7321/On-which-RCV-round-will-a-candidate-win-the-NYC-Democratic-mayoral-primary,1.28,1.12,7.88,7.7200000000000015,9,8,0.1119999999999999,0.004,0.1079999999999999,0.0120000000000001,2021-06-11 19:44:02.323314
Ohio Republican gubernatorial nominee?,https://www.predictit.org/markets/detail/7270/Who-will-win-the-2022-Ohio-Republican-gubernatorial-nomination,1.27,1.15,3.85,3.73,5,4,0.115,0.002,0.113,0.0369999999999999,2021-06-11 19:12:02.756649
NYC Brooklyn president Dem nominee?,https://www.predictit.org/markets/detail/7305/Who-will-be-the-2021-Democratic-nominee-for-Brooklyn-Borough-president,1.31,1.13,1.87,1.69,3,2,0.113,0.027,0.086,0.0439999999999999,2021-06-10 05:28:02.430958
Votes for Quraishi to Dist. Ct. of NJ?,https://www.predictit.org/markets/detail/7320/How-many-votes-to-confirm-Zahid-Quraishi-to-the-District-Court-of-NJ-by-6-25,2.2,1.2100000000000002,8.79,7.800000000000002,10,9,0.121,0.004,0.117,0.0930000000000008,2021-06-05 15:50:03.513923
Corporate tax rate for 2022?,https://www.predictit.org/markets/detail/7237/What-will-be-the-corporate-tax-rate-for-2022,1.18,1.11,2.89,2.8200000000000003,4,3,0.111,0.004,0.107,0.0029999999999998,2021-06-03 14:52:02.714172
Cleveland mayoral primary first place?,https://www.predictit.org/markets/detail/7261/Who-will-finish-first-in-the-2021-mayoral-primary-in-Cleveland,1.36,1.18,4.82,4.6400000000000015,6,5,0.118,0.004,0.114,0.0659999999999997,2021-05-28 23:22:02.719208
Texas Republican nominee for Governor?,https://www.predictit.org/markets/detail/7240/Who-will-win-the-2022-Texas-Republican-gubernatorial-nomination,1.2100000000000002,1.11,3.89,3.79,5,4,0.111,0.001,0.11,3.191891195797325e-16,2021-05-28 04:24:02.430292
NM-01 margin of victory?,https://www.predictit.org/markets/detail/7298/What-will-be-the-margin-in-the-NM-01-House-special-election,1.84,1.13,8.87,8.16,10,9,0.113,0.005,0.1079999999999999,0.0220000000000008,2021-05-28 04:12:02.620794
Votes for Chipman at ATF by July 30?,https://www.predictit.org/markets/detail/7311/How-many-votes-to-confirm-David-Chipman-as-ATF-director-by-July-30,2.18,1.1900000000000002,8.81,7.8199999999999985,10,9,0.119,0.001,0.118,0.0719999999999995,2021-05-27 21:42:02.839447
Votes for Lander at OSTP by 6/25?,https://www.predictit.org/markets/detail/7296/How-many-votes-to-confirm-Eric-Lander-as-director-of-the-OSTP-by-June-25,1.22,1.11,8.889999999999997,8.78,10,9,0.111,0.003,0.108,0.0020000000000012,2021-05-27 05:18:02.481156
Virginia Democratic AG nominee?,https://www.predictit.org/markets/detail/7297/Who-will-win-the-2021-Virginia-Democratic-nomination-for-attorney-general,1.13,1.09,0.91,0.8700000000000001,2,1,0.109,0.03,0.079,0.011,2021-05-26 04:56:02.571844
Senate Cloture Yeas on 1/6 Commission?,https://www.predictit.org/markets/detail/7292/How-many-Yea-votes-in-the-Senate-by-May-28-for-cloture-on-Jan-6-Commission,1.4200000000000004,1.11,9.89,9.579999999999998,11,10,0.111,0.002,0.109,0.0009999999999994,2021-05-26 00:58:03.035557
WI Democratic Senate nomination winner?,https://www.predictit.org/markets/detail/7180/Who-will-win-the-2022-Wisconsin-Democratic-Senate-nomination,1.2999999999999998,1.13,3.87,3.7,5,4,0.113,0.005,0.108,0.0219999999999998,2021-05-25 05:32:02.704448
Peruvian presidential runoff margin?,https://www.predictit.org/markets/detail/7225/What-will-be-the-margin-in-the-Peruvian-presidential-runoff-election,1.35,1.1700000000000004,10.83,10.65,12,11,0.1169999999999999,0.002,0.115,0.0549999999999999,2021-05-24 02:12:02.852886
Who'll be VA Dem Lt. Gov nominee?,https://www.predictit.org/markets/detail/7276/Who-will-be-the-2021-Virginia-Democratic-nominee-for-lieutenant-governor,1.2,1.11,3.89,3.8,5,4,0.111,0.001,0.11,3.05311331771918e-16,2021-05-19 19:18:02.669978
MO Republican Senate nomination winner?,https://www.predictit.org/markets/detail/7162/Who-will-win-the-2022-Missouri-Republican-Senate-nomination,1.83,1.11,4.89,4.17,6,5,0.111,0.004,0.107,0.0030000000000003,2021-05-18 22:38:02.680213
Votes for Clarke at DOJ by 6/15?,https://www.predictit.org/markets/detail/7284/How-many-votes-to-confirm-Kristen-Clarke-as-Assistant-Attorney-General-by-6-15,1.3,1.11,3.890000000000001,3.7,5,4,0.111,0.003,0.1079999999999999,0.0019999999999994,2021-05-18 22:14:02.474145
House Yeas for Jan 6 Commission by 5/21?,https://www.predictit.org/markets/detail/7282/How-many-Yea-votes-in-the-House-for-the-January-6-Commission-by-May-21,1.96,1.12,8.879999999999997,8.04,10,9,0.112,0.001,0.111,0.0090000000000009,2021-05-18 21:12:02.852944
Israeli prime minister on Dec. 31?,https://www.predictit.org/markets/detail/7234/Who-will-be-prime-minister-of-Israel-on-Dec-31,1.22,1.11,3.89,3.78,5,4,0.111,0.002,0.109,0.0009999999999998,2021-05-17 16:20:02.871169
Votes for Khan at FTC by 6/15?,https://www.predictit.org/markets/detail/7277/How-many-votes-to-confirm-Lina-Khan-as-Federal-Trade-Commissioner-by-June-15,1.52,1.13,8.870000000000003,8.48,10,9,0.113,0.003,0.11,0.019999999999999,2021-05-14 19:26:02.655960
Votes to install Stefanik by May 21?,https://www.predictit.org/markets/detail/7267/How-many-votes-for-Elise-Stefanik-as-House-GOP-Conference-Chair-by-May-21,1.9,1.15,8.85,8.1,10,9,0.115,0.004,0.111,0.0390000000000003,2021-05-13 23:24:02.806258
Votes for Graves at Commerce by 6/15?,https://www.predictit.org/markets/detail/7260/How-many-votes-to-confirm-Don-Graves-as-Deputy-Secretary-of-Commerce-by-June-15,1.41,1.15,7.85,7.59,9,8,0.115,0.001,0.114,0.0360000000000003,2021-05-13 12:58:02.178039
Votes for Brooks-LaSure at CMS by 6/15?,https://www.predictit.org/markets/detail/7264/How-many-votes-to-confirm-Chiquita-Brooks-LaSure-as-CMS-Administrator-by-6-15,1.2200000000000002,1.11,4.89,4.78,6,5,0.111,0.001,0.11,3.191891195797325e-16,2021-05-12 20:40:02.828110
New York City Dem primary second place?,https://www.predictit.org/markets/detail/7265/Who-will-come-in-second-place-in-the-2021-NYC-Democratic-mayoral-primary,2.2700000000000005,1.11,6.89,5.73,8,7,0.111,0.002,0.109,0.0010000000000002,2021-05-12 18:10:03.393830
Votes to recall Cheney by May 14?,https://www.predictit.org/markets/detail/7262/How-many-votes-to-recall-Liz-Cheney-as-House-GOP-Conference-Chair-by-May-14,1.83,1.37,9.63,9.170000000000002,11,10,0.137,0.001,0.136,0.2340000000000009,2021-05-11 18:38:03.046780
Who'll be VA GOP Lt. Gov nominee?,https://www.predictit.org/markets/detail/7263/Who-will-win-the-2021-Virginia-Republican-lieutenant-gubernatorial-nomination,1.6800000000000002,1.11,2.89,2.32,4,3,0.111,0.001,0.11,3.3306690738754696e-16,2021-05-11 14:38:02.534219
GOP 2024 presidential nominee?,https://www.predictit.org/markets/detail/7053/Who-will-win-the-2024-Republican-presidential-nomination,1.2700000000000005,1.1100000000000003,14.890000000000004,14.73,16,15,0.111,0.002,0.109,0.000999999999994,2021-05-05 00:10:02.893044
Cincinnati mayoral primary first place?,https://www.predictit.org/markets/detail/7246/Who-will-finish-first-in-the-2021-mayoral-primary-in-Cincinnati,1.2100000000000002,1.14,3.86,3.79,5,4,0.114,0.001,0.113,0.0269999999999996,2021-05-03 00:00:06.174752
Khan 1st-choice support as London mayor?,https://www.predictit.org/markets/detail/7250/What-proportion-of-first-choice-votes-will-Sadiq-Khan-win-for-London-mayor,1.3000000000000005,1.12,8.879999999999997,8.7,10,9,0.1119999999999999,0.004,0.108,0.0120000000000009,2021-05-02 03:00:04.671191
SNP seats in Scottish election?,https://www.predictit.org/markets/detail/7128/How-many-seats-will-the-SNP-win-in-Scotland's-next-election,1.59,1.25,5.75,5.41,7,6,0.125,0.001,0.124,0.126,2021-05-02 02:52:02.769664
TX-06 special election winner?,https://www.predictit.org/markets/detail/7151/Who-will-win-the-2021-special-election-in-Texas'-6th-District,1.23,1.15,1.85,1.77,3,2,0.115,0.015,0.1,0.0499999999999999,2021-05-02 00:10:03.946035
TX-06 first round margin of victory?,https://www.predictit.org/markets/detail/7245/What-will-be-the-margin-in-the-first-round-of-the-TX-06-House-special-election,1.38,1.21,8.790000000000001,8.620000000000001,10,9,0.1209999999999999,0.006,0.1149999999999999,0.0949999999999991,2021-05-02 00:02:02.957233
Votes for Palm at HHS by 6/15?,https://www.predictit.org/markets/detail/7244/How-many-votes-to-confirm-Andrea-Palm-as-Deputy-Secretary-of-HHS-by-June-15,1.34,1.11,8.89,8.66,10,9,0.111,0.002,0.109,0.0009999999999994,2021-04-28 21:18:03.049865
Votes for Marten at Education by 6/15?,https://www.predictit.org/markets/detail/7242/How-many-votes-to-confirm-Cynthia-Marten-as-Deputy-Sec-of-Education-by-June-15,1.4,1.11,8.89,8.6,10,9,0.111,0.003,0.108,0.0019999999999994,2021-04-28 02:30:03.699590
Votes for Miller at OMB by 6/15?,"https://www.predictit.org/markets/detail/7239/How-many-votes-to-confirm-Jason-Miller-as-Dep-Dir-Management,-OMB-by-June-15",1.3200000000000005,1.12,8.88,8.68,10,9,0.112,0.003,0.109,0.0109999999999992,2021-04-26 19:02:02.850735
Who'll win 2021 Manhattan DA election?,https://www.predictit.org/markets/detail/7116/Who-will-win-the-2021-Manhattan-District-Attorney-election,1.2300000000000002,1.12,4.88,4.77,6,5,0.112,0.004,0.108,0.012,2021-04-26 01:00:04.580009
Anchorage mayoral runoff winner?,https://www.predictit.org/markets/detail/7238/Who-will-win-the-runoff-election-to-be-mayor-of-Anchorage,1.14,1.09,0.91,0.86,2,1,0.109,0.0329999999999999,0.076,0.0139999999999999,2021-04-25 02:28:02.872349
LA-02 runoff margin of victory?,https://www.predictit.org/markets/detail/7199/What-will-be-the-margin-in-the-LA-02-House-special-election-runoff,1.5000000000000002,1.13,8.87,8.5,10,9,0.113,0.003,0.11,0.0200000000000007,2021-04-25 01:44:02.574728
GA Republican Senate nomination winner?,https://www.predictit.org/markets/detail/7157/Who-will-win-the-2022-Georgia-Republican-Senate-nomination,1.22,1.11,7.8900000000000015,7.7799999999999985,9,8,0.111,0.002,0.109,0.0009999999999994,2021-04-23 13:02:03.065255
California Governor on Dec. 31?,https://www.predictit.org/markets/detail/7214/Who-will-be-the-governor-of-California-on-Dec-31,1.57,1.1700000000000002,2.83,2.43,4,3,0.117,0.001,0.116,0.0539999999999999,2021-04-22 19:08:03.143960
Votes for Power at USAID by 4/30?,https://www.predictit.org/markets/detail/7195/How-many-Senators-vote-to-confirm-Samantha-Power-as-USAID-Administrator-by-4-30,1.28,1.1100000000000003,6.89,6.719999999999999,8,7,0.111,0.001,0.11,2.9143354396410364e-16,2021-04-22 03:46:02.260740
Votes for Su as Dep. Sec. Labor by 6/15?,https://www.predictit.org/markets/detail/7226/How-many-votes-to-confirm-Julie-Su-as-Deputy-Secretary-of-Labor-by-June-15,1.2300000000000002,1.12,7.88,7.77,9,8,0.112,0.001,0.111,0.009,2021-04-22 01:30:03.914273
Votes for Gupta as Assoc. Attorney Gen.?,https://www.predictit.org/markets/detail/7202/How-many-Senators-vote-to-confirm-Vanita-Gupta-as-Assoc-Attorney-Gen-by-5-15,1.61,1.23,1.77,1.39,3,2,0.123,0.001,0.122,0.1079999999999999,2021-04-21 16:10:03.040629
How many refugees authorized for 2022?,https://www.predictit.org/markets/detail/7233/How-many-refugees-will-Biden-authorize-to-be-admitted-in-the-next-fiscal-year,1.29,1.12,4.880000000000001,4.71,6,5,0.1119999999999999,0.003,0.109,0.0109999999999992,2021-04-21 03:32:02.531909
Who'll win the OH GOP Senate primary?,https://www.predictit.org/markets/detail/7087/Who-will-win-the-2022-Ohio-Republican-Senate-primary,1.2100000000000002,1.12,6.879999999999999,6.789999999999999,8,7,0.112,0.001,0.111,0.009000000000001,2021-04-20 18:40:02.545524
New York City mayoral election winner?,https://www.predictit.org/markets/detail/7002/Who-will-be-elected-New-York-City-mayor-in-2021,1.2100000000000002,1.13,6.870000000000001,6.790000000000001,8,7,0.113,0.001,0.112,0.017999999999999,2021-04-19 23:08:03.067158
Next Asian/Pacific leader out?,https://www.predictit.org/markets/detail/7110/Which-of-these-10-Asian-Pacific-leaders-will-leave-office-next,1.4300000000000002,1.21,3.79,3.5700000000000003,5,4,0.1209999999999999,0.002,0.1189999999999999,0.0910000000000004,2021-04-19 21:12:02.542507
German chancellor on 12/31?,https://www.predictit.org/markets/detail/7040/Who-will-be-chancellor-of-Germany-on-Dec-31,1.33,1.2000000000000002,3.8,3.67,5,4,0.12,0.002,0.118,0.0819999999999997,2021-04-19 18:36:02.671525
Valid Newsom recall sigs. next reported?,https://www.predictit.org/markets/detail/7188/How-many-valid-Newsom-recall-signatures-reported-in-tenth-California-report,1.2700000000000002,1.12,8.88,8.73,10,9,0.112,0.001,0.111,0.0089999999999992,2021-04-19 16:16:02.733952
Votes for Monaco as Deputy AG by 6/15?,https://www.predictit.org/markets/detail/7232/How-many-votes-to-confirm-Lisa-Monaco-as-Deputy-Attorney-General-by-June-15,1.32,1.13,8.869999999999997,8.68,10,9,0.113,0.002,0.111,0.0190000000000025,2021-04-17 02:40:03.007888
How many Dep. Secs confirmed by 5/28?,https://www.predictit.org/markets/detail/7230/How-many-Deputy-Secretaries-will-be-confirmed-by-May-28,1.32,1.11,3.89,3.68,5,4,0.111,0.002,0.109,0.0010000000000003,2021-04-17 00:30:04.093675
Who'll be VA GOP gubernatorial nominee?,https://www.predictit.org/markets/detail/7041/Who-will-win-the-2021-Virginia-Republican-gubernatorial-nomination,1.24,1.13,2.87,2.76,4,3,0.113,0.006,0.107,0.0229999999999998,2021-04-16 14:42:02.486964
Votes for McCabe as EPA Deputy  by 5/31?,https://www.predictit.org/markets/detail/7221/How-many-votes-to-confirm-Janet-McCabe-as-EPA-Deputy-Administrator-by-May-31,1.55,1.15,8.85,8.45,10,9,0.115,0.001,0.114,0.0360000000000003,2021-04-16 03:24:02.446822
Next Assistant AG for Antitrust?,https://www.predictit.org/markets/detail/7120/Who-will-be-the-next-Senate-confirmed-Assistant-Attorney-General-for-Antitrust,1.28,1.13,0.87,0.72,2,1,0.113,0.041,0.072,0.058,2021-04-15 16:50:03.346418
PA Democratic Senate nomination winner?,https://www.predictit.org/markets/detail/7127/Who-will-win-the-2022-Pennsylvania-Democratic-Senate-nomination,1.2700000000000002,1.13,5.87,5.73,7,6,0.113,0.001,0.112,0.0179999999999999,2021-04-14 22:28:02.264677
